,day,closing,alpha,f,yield,datetime
335,2020/5/26,2846.55,1.098048,-1.31358,0.004382,2020-05-26
336,2020/5/27,2836.8,1.001163,-1.02158,-0.00149,2020-05-27
337,2020/5/28,2846.22,4.52e-15,-0.31444,0.00144,2020-05-28
338,2020/5/29,2852.35,0.754061,-0.12277,0.0009339999999999999,2020-05-29
339,2020/6/1,2915.43,0.033647,1.0616299999999999,0.0095,2020-06-01
340,2020/6/2,2921.4,7.200000000000001e-13,0.28120500000000004,0.0008880000000000001,2020-06-02
341,2020/6/3,2923.37,0.762228,-0.50853,0.000293,2020-06-03
342,2020/6/4,2919.25,0.464983,0.361718,-0.00061,2020-06-04
343,2020/6/5,2930.8,0.041668000000000004,0.667126,0.001715,2020-06-05
344,2020/6/8,2937.77,0.458244,0.277878,0.001032,2020-06-08
345,2020/6/9,2956.11,1.464102,-0.98946,0.002703,2020-06-09
346,2020/6/10,2943.75,0.452083,0.41289,-0.00182,2020-06-10
347,2020/6/11,2920.9,2.158686,-1.93615,-0.0033799999999999998,2020-06-11
348,2020/6/12,2919.74,0.823154,-0.72405,-0.00016999999999999999,2020-06-12
349,2020/6/15,2890.03,0.38757800000000003,0.38555,-0.0044399999999999995,2020-06-15
350,2020/6/16,2931.75,0.9702299999999999,0.874276,0.006225,2020-06-16
351,2020/6/17,2935.87,1.8035720000000002,-1.31203,0.00061,2020-06-17
352,2020/6/18,2939.32,1.9100000000000002e-17,0.523258,0.0005099999999999999,2020-06-18
353,2020/6/19,2967.63,1.02e-15,0.076799,0.004163,2020-06-19
354,2020/6/22,2965.27,1.1881,-1.12199,-0.00035,2020-06-22
355,2020/6/23,2970.62,1.078929,-0.9502700000000001,0.0007830000000000001,2020-06-23
356,2020/6/24,2979.55,2.8800000000000002e-12,-0.38965,0.0013039999999999998,2020-06-24
357,2020/6/29,2961.52,0.388667,0.51356,-0.00264,2020-06-29
358,2020/6/30,2984.67,0.075012,0.26129,0.003382,2020-06-30
359,2020/7/1,3025.98,0.22977199999999998,0.11333299999999999,0.0059700000000000005,2020-07-01
360,2020/7/2,3090.57,0.290133,-0.06757,0.009173,2020-07-02
361,2020/7/3,3152.81,1.136136,-0.52115,0.008659,2020-07-03
362,2020/7/6,3332.88,7.31e-11,-0.029810000000000003,0.024122,2020-07-06
363,2020/7/7,3345.34,0.153071,1.4683700000000002,0.001621,2020-07-07
364,2020/7/8,3403.44,0.692716,-0.16552,0.007478,2020-07-08
365,2020/7/9,3450.59,6.94e-18,0.045658,0.005975,2020-07-09
366,2020/7/10,3383.32,0.855617,-1.09107,-0.00855,2020-07-10
367,2020/7/13,3443.29,2.98e-12,0.389251,0.007631000000000001,2020-07-13
368,2020/7/14,3414.62,0.359038,0.095898,-0.0036299999999999995,2020-07-14
369,2020/7/15,3361.3,1.22e-12,0.415763,-0.006840000000000001,2020-07-15
370,2020/7/16,3210.1,1.556301,-1.7461400000000002,-0.01999,2020-07-16
371,2020/7/17,3214.13,2.46e-15,0.840441,0.000545,2020-07-17
372,2020/7/20,3314.15,1.5699999999999997e-10,0.384689,0.013309,2020-07-20
373,2020/7/21,3320.89,0.675458,-0.75627,0.0008820000000000001,2020-07-21
374,2020/7/22,3333.16,3.68e-11,-0.34441,0.001602,2020-07-22
375,2020/7/23,3325.11,0.8757790000000001,-0.96055,-0.00105,2020-07-23
376,2020/7/24,3196.77,0.914429,0.476325,-0.01709,2020-07-24
377,2020/7/27,3205.23,0.632124,0.5996520000000001,0.0011480000000000001,2020-07-27
378,2020/7/28,3227.96,0.8694120000000001,-0.04305,0.003069,2020-07-28
379,2020/7/29,3294.55,1.651607,-1.18054,0.008868000000000001,2020-07-29
380,2020/7/30,3286.82,0.698689,-0.38866,-0.0010199999999999999,2020-07-30
381,2020/7/31,3310.01,0.77031,-0.48912,0.003053,2020-07-31
382,2020/8/3,3367.97,0.502686,-0.60017,0.007539,2020-08-03
383,2020/8/4,3371.69,0.320758,-0.0104,0.000479,2020-08-04
384,2020/8/5,3377.56,2.35e-11,1.047264,0.000755,2020-08-05
385,2020/8/6,3386.46,1.010602,-0.45227,0.001143,2020-08-06
386,2020/8/7,3354.04,0.83129,0.548081,-0.00418,2020-08-07
387,2020/8/10,3379.25,0.522018,-0.37673,0.003252,2020-08-10
388,2020/8/11,3340.29,0.977605,-0.61978,-0.00504,2020-08-11
389,2020/8/12,3319.27,0.666791,0.439859,-0.00274,2020-08-12
390,2020/8/13,3320.73,1.000046,-0.9219299999999999,0.00019099999999999998,2020-08-13
391,2020/8/14,3360.1,0.435501,-0.10166,0.005118999999999999,2020-08-14
392,2020/8/17,3438.8,0.356133,-0.52979,0.010055,2020-08-17
393,2020/8/18,3451.09,1.353899,-0.51639,0.001549,2020-08-18
394,2020/8/19,3408.13,0.054841999999999995,-0.8814,-0.0054399999999999995,2020-08-19
395,2020/8/20,3363.9,1.64e-11,-0.90489,-0.0056700000000000006,2020-08-20
396,2020/8/21,3380.68,0.685024,0.505495,0.0021609999999999997,2020-08-21
397,2020/8/24,3385.64,0.598037,-0.21555,0.000637,2020-08-24
398,2020/8/25,3373.58,1.21e-14,-0.8807299999999999,-0.00155,2020-08-25
399,2020/8/26,3329.74,2.8e-11,-0.5203800000000001,-0.005679999999999999,2020-08-26
400,2020/8/27,3350.11,0.777037,0.19380899999999998,0.002649,2020-08-27
401,2020/8/28,3403.81,0.239096,-0.53086,0.006906,2020-08-28
402,2020/8/31,3395.68,0.168158,-0.37,-0.0010400000000000001,2020-08-31
403,2020/9/1,3410.61,0.5061899999999999,-0.12942,0.001905,2020-09-01
404,2020/9/2,3404.8,0.878639,-1.7616599999999998,-0.00074,2020-09-02
405,2020/9/3,3384.98,0.446136,0.071313,-0.0025399999999999997,2020-09-03
406,2020/9/4,3355.37,2.0800000000000003e-17,-0.02497,-0.0038200000000000005,2020-09-04
407,2020/9/7,3292.59,0.258126,-1.0521399999999999,-0.0082,2020-09-07
408,2020/9/8,3316.42,3.39e-11,0.14306300000000002,0.0031320000000000002,2020-09-08
409,2020/9/9,3254.63,0.27991,0.076655,-0.00817,2020-09-09
410,2020/9/10,3234.82,0.254766,-0.023880000000000002,-0.00265,2020-09-10
411,2020/9/11,3260.35,0.748659,0.510793,0.003414,2020-09-11
412,2020/9/14,3278.81,1.116743,-1.63459,0.0024519999999999998,2020-09-14
413,2020/9/15,3295.68,1.022492,-0.38672,0.002229,2020-09-15
414,2020/9/16,3283.92,0.406648,0.352475,-0.00155,2020-09-16
415,2020/9/17,3270.44,1.045552,-0.5856899999999999,-0.00179,2020-09-17
416,2020/9/18,3338.09,8.21e-11,-0.33760999999999997,0.008892,2020-09-18
417,2020/9/21,3316.94,5.18e-13,-0.2682,-0.0027600000000000003,2020-09-21
418,2020/9/22,3274.3,0.705331,0.080381,-0.00562,2020-09-22
419,2020/9/23,3279.71,0.5285380000000001,-0.3537,0.000717,2020-09-23
420,2020/9/24,3223.18,0.22690300000000002,-0.25093000000000004,-0.00755,2020-09-24
421,2020/9/25,3219.42,0.81798,-1.32681,-0.0005099999999999999,2020-09-25
422,2020/9/28,3217.53,0.280659,0.176839,-0.00026000000000000003,2020-09-28
423,2020/9/29,3224.36,0.64752,0.051517999999999994,0.000921,2020-09-29
424,2020/9/30,3218.05,7.640000000000001e-15,0.119025,-0.00085,2020-09-30
425,2020/10/9,3272.08,1.89e-16,0.27628600000000003,0.0072310000000000004,2020-10-09
426,2020/10/12,3358.47,2.78e-12,0.164022,0.011318,2020-10-12
427,2020/10/13,3359.75,0.636275,-0.6674,0.000165,2020-10-13
428,2020/10/14,3340.78,1.11e-10,0.665511,-0.00246,2020-10-14
429,2020/10/15,3332.18,1.5123360000000001,-0.60406,-0.00112,2020-10-15
430,2020/10/16,3336.36,0.396094,-1.0695,0.000544,2020-10-16
431,2020/10/19,3312.67,0.9285899999999999,-0.5479,-0.00309,2020-10-19
432,2020/10/20,3328.1,0.593873,0.054664,0.002018,2020-10-20
433,2020/10/21,3325.02,0.836665,0.011059999999999999,-0.0004,2020-10-21
434,2020/10/22,3312.5,0.6015050000000001,-0.9914,-0.00164,2020-10-22
435,2020/10/23,3278.0,0.6848029999999999,-0.67073,-0.00455,2020-10-23
436,2020/10/26,3251.12,1.339646,-0.15997999999999998,-0.00358,2020-10-26
437,2020/10/27,3254.32,2.97e-11,0.5272939999999999,0.00042699999999999997,2020-10-27
438,2020/10/28,3269.24,0.18171400000000001,0.040602,0.001987,2020-10-28
439,2020/10/29,3272.73,0.5017560000000001,0.965042,0.000463,2020-10-29
440,2020/10/30,3224.53,0.898136,-0.22691,-0.00644,2020-10-30
441,2020/11/2,3225.12,0.6564760000000001,0.38837,7.950000000000001e-05,2020-11-02
442,2020/11/3,3271.07,3.71e-12,0.25966100000000003,0.006144,2020-11-03
443,2020/11/4,3277.44,1.1590129999999998,-0.33213000000000004,0.0008449999999999999,2020-11-04
444,2020/11/5,3320.13,0.674942,0.010028,0.00562,2020-11-05
445,2020/11/6,3312.16,0.24763600000000002,0.920163,-0.0010400000000000001,2020-11-06
446,2020/11/9,3373.73,0.637265,-0.41598999999999997,0.007999,2020-11-09
447,2020/11/10,3360.15,0.575832,0.223264,-0.00175,2020-11-10
448,2020/11/11,3342.2,0.31904299999999997,-0.24169000000000002,-0.00233,2020-11-11
449,2020/11/12,3338.68,1.232393,-1.7048,-0.00045999999999999996,2020-11-12
450,2020/11/13,3310.1,0.8672790000000001,-1.00152,-0.00373,2020-11-13
451,2020/11/16,3346.97,0.659317,-0.040889999999999996,0.004811,2020-11-16
452,2020/11/17,3339.9,0.7862979999999999,-0.6822,-0.0009199999999999999,2020-11-17
453,2020/11/18,3347.3,0.82405,-0.5415800000000001,0.0009609999999999999,2020-11-18
454,2020/11/19,3363.09,0.143643,-0.15394000000000002,0.0020440000000000002,2020-11-19
455,2020/11/20,3377.73,1.638239,-1.03793,0.0018859999999999999,2020-11-20
456,2020/11/23,3414.49,0.479846,0.6927260000000001,0.0047009999999999994,2020-11-23
457,2020/11/24,3402.82,0.37344,-0.14837,-0.00149,2020-11-24
458,2020/11/25,3362.33,0.63927,1.216568,-0.0052,2020-11-25
459,2020/11/26,3369.73,9.53e-14,0.46838500000000005,0.0009550000000000001,2020-11-26
460,2020/11/27,3408.31,1.376725,-1.10342,0.004944,2020-11-27
461,2020/11/30,3391.76,4.89e-16,0.43272700000000003,-0.0021100000000000003,2020-11-30
462,2020/12/1,3451.94,0.676984,-0.9620700000000001,0.007638,2020-12-01
463,2020/12/2,3449.38,1.7074340000000001,-1.32649,-0.00032,2020-12-02
464,2020/12/3,3442.14,1.712923,-1.1530799999999999,-0.00091,2020-12-03
465,2020/12/4,3444.58,0.28439899999999996,-0.5846899999999999,0.000308,2020-12-04
466,2020/12/7,3416.6,0.9928459999999999,0.23106999999999997,-0.0035399999999999997,2020-12-07
467,2020/12/8,3410.18,0.10045,0.859568,-0.00082,2020-12-08
468,2020/12/9,3371.96,0.9275530000000001,0.026742000000000002,-0.00489,2020-12-09
469,2020/12/10,3373.28,5.160000000000001e-11,-0.47623000000000004,0.00016999999999999999,2020-12-10
470,2020/12/11,3347.19,0.706699,-0.16257,-0.00337,2020-12-11
471,2020/12/14,3369.12,1.018025,-0.6542100000000001,0.002836,2020-12-14
472,2020/12/15,3367.23,0.791613,-0.9436399999999999,-0.00023999999999999998,2020-12-15
473,2020/12/16,3366.98,0.29736,0.146866,-3.2e-05,2020-12-16
474,2020/12/17,3404.87,2.78e-17,0.314021,0.00486,2020-12-17
475,2020/12/18,3394.9,0.239681,0.416092,-0.0012699999999999999,2020-12-18
476,2020/12/21,3420.57,0.9082629999999999,0.5113449999999999,0.003271,2020-12-21
477,2020/12/22,3356.78,0.721955,0.12341500000000001,-0.00818,2020-12-22
478,2020/12/23,3382.32,0.066069,0.506113,0.0032920000000000002,2020-12-23
479,2020/12/24,3363.11,0.687926,0.252415,-0.00247,2020-12-24
480,2020/12/25,3396.56,4.3200000000000003e-11,-0.053470000000000004,0.004298,2020-12-25
481,2020/12/28,3397.29,0.647671,-0.18930999999999998,9.329999999999999e-05,2020-12-28
482,2020/12/29,3379.04,1.21092,-1.8901299999999999,-0.00234,2020-12-29
483,2020/12/30,3414.45,0.470689,-1.0045899999999999,0.004527000000000001,2020-12-30
484,2020/12/31,3473.07,0.164028,0.34215,0.007393,2020-12-31
